authors,cited by
"Bebbington, A. C.","Cruz, G."
"Jagger, C.","Cruz, G."
"Morgan, K.","Cruz, G."
"Nicolas, G.","Cruz, G."
Boshuizen H.,"Cruz, G."
"Parenboom, R.","Cruz, G."
"Brouard, N.","Cruz, G."
"Lievre, A.","Cruz, G."
"Cabigon, J. V. ","Cruz, G."
"Cabigon, J. V.","Cruz, G."
"Flieger, W.","Cruz, G."
"Camacho, T. C.","Cruz, G."
"Strawbridge, W. J.","Cruz, G."
"Cohen, R. D.","Cruz, G."
"Kaplan, G. A.","Cruz, G."
"Camagay, D.","Cruz, G."
"Casterline, J. B.","Cruz, G."
"Williams, L. ","Cruz, G."
"McDonald, P.","Cruz, G."
"Crimmins, E.","Cruz, G."
"Crimmins, E. M.","Cruz, G."
"Cambois, E. ","Cruz, G."
"Crimmins, E. M.","Cruz, G."
"Crimmins, E.","Cruz, G."
"Saito, Y.","Cruz, G."
"Crimmins, E.","Cruz, G."
"Saito, Y.","Cruz, G."
"Crimmins, E.","Cruz, G."
"Saito, Y.","Cruz, G."
"Crimmins, E.","Cruz, G."
"Saito, Y.","Cruz, G."
"Reynolds, S.","Cruz, G."
"Crimmins, E.","Cruz, G."
"Hayward, M. D.","Cruz, G."
"Saito, Y.","Cruz, G."
"Crimmins, E. M","Cruz, G."
"Hayward, M. D.","Cruz, G."
"Saito, Y.","Cruz, G."
"Crimmins, E.","Cruz, G."
"Saito, Y.","Cruz, G."
"Crimmins, E. M.","Cruz, G."
"Saito, Y.","Cruz, G."
"Hayward, M. D.","Cruz, G."
"Crimmins, E.","Cruz, G."
"Saito, Y.","Cruz, G."
"Ingegneri, D.","Cruz, G."
"Cruz, G. T.","Cruz, G."
"Berja, C.","Cruz, G."
"Deeg, D. J.","Cruz, G."
"Deeg, D.","Cruz, G."
Verbrugge. L.,"Cruz, G."
"Jagger, C.","Cruz, G."
"De Guzman, E.","Cruz, G."
"Magracia, M. L.","Cruz, G."
"Zabian, Z. C.","Cruz, G."
Department of Social Welfare,"Cruz, G."
Development and Development Academy of the Philippines,"Cruz, G."
"Doblhammer, G.","Cruz, G."
"Kytir, J.","Cruz, G."
"Domingo, L. J.","Cruz, G."
"Marquez, M.","Cruz, G."
East-West Center,"Cruz, G."
"Eberhardt, M. S.","Cruz, G."
"Ingram, D. D.","Cruz, G."
"Makuk, D. M.","Cruz, G."
"Eitzen, S. D.","Cruz, G."
"Elder, G. Jr.","Cruz, G."
"Freedman, V. A.","Cruz, G."
"Martin, L. G.","Cruz, G."
"Fries, J.","Cruz, G."
"Fries, J. F.","Cruz, G."
"Glass, T. A.","Cruz, G."
"Gruenberg, E. M.","Cruz, G."
"Ham-Chande, R.","Cruz, G."
"Haveman, R. H.","Cruz, G."
"Wolfe, B.","Cruz, G."
"Hayward, M. D.","Cruz, G."
"Heron, M.","Cruz, G."
"Hayward, M. D.","Cruz, G."
"Peinta, A. M.","Cruz, G."
"McLaughlin, D. K.","Cruz, G."
"Hermalin, A. I.","Cruz, G."
"Herrin, A.","Cruz, G."
"Hogan, D.","Cruz, G."
"Eggebeen, D.","Cruz, G."
"Clegg, C.","Cruz, G."
"House, J. S.","Cruz, G."
"Kessler, R. C.","Cruz, G."
"Herzog ,A. R.","Cruz, G."
"House, J. S.","Cruz, G."
"Lepkowski, J. M.","Cruz, G."
"Kinney, A. M.","Cruz, G."
"Idler, E. L.","Cruz, G."
"Benyami, Y. ","Cruz, G."
"Ikkink, K. K.","Cruz, G."
"van Tilburg, T.","Cruz, G."
"Knipscheer, K.","Cruz, G."
"Jagger, C.","Cruz, G."
"Jagger, C.","Cruz, G."
"Katz, S. A.","Cruz, G."
"Ford, A.","Cruz, G."
"Moskowitz, R.","Cruz, G."
"Jackson, B.","Cruz, G."
"Jaffe, M.","Cruz, G."
"Kinsella, K.","Cruz, G."
"Velkoff, V.","Cruz, G."
"Knodel, J.","Cruz, G."
"Ofstedal, M.","Cruz, G."
"Hermalin, A.","Cruz, G."
"Kramer, M.","Cruz, G."
"Liang, J.","Cruz, G."
"Liu, X.","Cruz, G."
"Gu, S.","Cruz, G."
"Lamb, V. L.","Cruz, G."
"Land, K. C.","Cruz, G."
"Guralnik, J. M.","Cruz, G."
"Blazer, D. G.","Cruz, G."
"Laditka, S. B.","Cruz, G."
"Hayward, M. D.","Cruz, G."
"Laditka, S. B.","Cruz, G."
"Wolf, D. A.","Cruz, G."
"Lawton, M. P.","Cruz, G."
"Brody, E.","Cruz, G."
"Lieve, A.","Cruz, G."
"Brouard, N.","Cruz, G."
"Li, M.","Cruz, G."
"Liu, X.","Cruz, G."
"Liang, J.","Cruz, G."
"Muramatsu, N.","Cruz, G."
"Sugisawa, H.","Cruz, G."
"Manton, K. G.","Cruz, G."
"Gu, X.","Cruz, G."
"Manton, K. G.","Cruz, G."
"Corder, L. S.","Cruz, G."
"Staffard, E. ","Cruz, G."
"Manton, K.","Cruz, G."
"Staliard, E.","Cruz, G."
"Tolley, H. D.","Cruz, G."
"Manton, K. G.","Cruz, G."
"Martin, L. G.","Cruz, G."
"Martin, L. G.","Cruz, G."
"Kinsella, K.","Cruz, G."
"Mathers, C. D.","Cruz, G."
"Robins, L. M.","Cruz, G."
"Wikins, R.","Cruz, G."
"Medina, B.","Cruz, G."
"Melinchok, M. D.","Cruz, G."
"McEnvoy, K.","Cruz, G."
"Stewart, A.","Cruz, G."
"Rimkus, A.","Cruz, G."
"Yeager, A.","Cruz, G."
"Minois, G.","Cruz, G."
Morgan S. P.,"Cruz, G."
"Hirosima, K.","Cruz, G."
"Mulhorn, K. A.","Cruz, G."
"Murray, C. J.","Cruz, G."
"Lopez, A. D.","Cruz, G."
"Myers, G.","Cruz, G."
"Lamb, V.","Cruz, G."
"Agree, E.","Cruz, G."
"Nagi, S. Z.","Cruz, G."
"Nagi, S. Z.","Cruz, G."
"Nagi, S. Z.","Cruz, G."
National Statistics Office,"Cruz, G."
National Statistics Office,"Cruz, G."
National Statistics Office,"Cruz, G."
National Statistics Office,"Cruz, G."
"Natividad, J.","Cruz, G."
"Natividad, J.","Cruz, G."
"Cruz, G.","Cruz, G."
"Natividad, J.","Cruz, G."
"Cruz, G.","Cruz, G."
"Nusselder, W. J.","Cruz, G."
"Looman, C.","Cruz, G."
"Nusselder, W. J. ","Cruz, G."
"Ofstedal, M. B.","Cruz, G."
"Natividad, J.","Cruz, G."
"Ofstedal, M. B.","Cruz, G."
"Zimmer, Z.","Cruz, G."
"Cruz, G.","Cruz, G."
"Chan, A.","Cruz, G."
"Lin, Y. H.","Cruz, G."
"Olshansky, S. J.","Cruz, G."
"Rudberg, M.","Cruz, G."
"Carnes, B.","Cruz, G."
"Cassel, C.","Cruz, G."
"Brody, J.","Cruz, G."
"Olshansky, J.","Cruz, G."
"Cames, B.","Cruz, G."
"Cassel, C.","Cruz, G."
"Olshansky, S.","Cruz, G."
"Omran, A.","Cruz, G."
"Orbeta, A.","Cruz, G."
Peck K. M.,"Cruz, G."
"Coward, R. T.","Cruz, G."
"Petersen, W.","Cruz, G."
"Riley, M. W.","Cruz, G."
"Foner, A.","Cruz, G."
"Riley, J.","Cruz, G."
"Riley, M. W.","Cruz, G."
"Robins, J. M.","Cruz, G."
"Romieu, I.","Cruz, G."
"Michel, J. P. ","Cruz, G."
"Robine, J. M.","Cruz, G."
"Nusselder, W.","Cruz, G."
"Jagger, C.","Cruz, G."
"Robine, J. M.","Cruz, G."
"Romieu, I.","Cruz, G."
"Robins, J. M.","Cruz, G."
"Mathers, C.","Cruz, G."
"Robine, J. M.","Cruz, G."
"Ritchie, K.","Cruz, G."
"Rogers, R. G.","Cruz, G."
"Rogers, A.","Cruz, G."
"Belanger, A.","Cruz, G."
"Rogers, A.","Cruz, G."
"Rogers, R. G.","Cruz, G."
"Belanger, A.","Cruz, G."
"Rogers, R. G.","Cruz, G."
"Rogers, A.","Cruz, G."
"Belanger, A.","Cruz, G."
"Rogers, A.","Cruz, G."
"Ross, C.","Cruz, G."
"Wu, C.","Cruz, G."
"Saito, Y.","Cruz, G."
"Qiao, X.","Cruz, G."
"Jitapunkul, S.","Cruz, G."
"Saito, Y.","Cruz, G."
"Crimmins, E.","Cruz, G."
"Hayward, M.","Cruz, G."
"Schoen, R.","Cruz, G."
"Woodrow, K.","Cruz, G."
"Schoen, R.","Cruz, G."
"Schroots, J.","Cruz, G."
"Yates, F.","Cruz, G."
"Shankardass, M. K.","Cruz, G."
"Sihvonen, A.","Cruz, G."
"Kunst, A.","Cruz, G."
"Lahelma, E.","Cruz, G."
"Valkonnen, T.","Cruz, G."
"Mackenback, J.","Cruz, G."
"Silverstein, M.","Cruz, G."
"Silverstein, M.","Cruz, G."
"Bengtson, V.","Cruz, G."
"Soda, O.","Cruz, G."
"Spector, W. D.","Cruz, G."
"Fleishman, J. A.","Cruz, G."
"Sullivan, D. F.","Cruz, G."
"Uback, M. L. ","Cruz, G."
"Umberson, D. ","Cruz, G."
United Nations,"Cruz, G."
United Nations,"Cruz, G."
"Verbrugge, L. M.","Cruz, G."
"Jette, A.","Cruz, G."
"Verbrugge, L. M.","Cruz, G."
"Verbrugge, L. M.","Cruz, G."
"Verbrugge, L. M.","Cruz, G."
Waidman. T.,"Cruz, G."
"Bound, J.","Cruz, G."
"Schoenbaum, M.","Cruz, G."
"Wiener, J.","Cruz, G."
"Hartley, R.","Cruz, G."
"Clark, R.","Cruz, G."
"Van Nostrand, J.","Cruz, G."
"Yates, F. E.","Cruz, G."
"Benton, L.","Cruz, G."
"Yates, F. E.","Cruz, G."
"Benton, L.","Cruz, G."
"Zimmer, Z.","Cruz, G."
"Chayovan, N.","Cruz, G."
"Lin, H. S.","Cruz, G."
"Natividad, J.","Cruz, G."
"Zimmer, Z.","Cruz, G."
"Natividad, J.","Cruz, G."
"Ofstedal, M.","Cruz, G."
"Lin, H.","Cruz, G."
"Zimmer, Z.","Cruz, G."
"Natividad, J.","Cruz, G."
"Lin, H.S.","Cruz, G."
"Chayovan, N.","Cruz, G."
"Zimmer, Z.","Cruz, G."
"Liu, X.","Cruz, G."
"Hermann, A.","Cruz, G."
"Chuang, C.","Cruz, G."
"Abas, M.","Del Mundo, M."
"Punpuing, S.","Del Mundo, M."
"Jiraprarnukpitak, T.","Del Mundo, M."
"Guest, P.","Del Mundo, M."
"Leese, M.","Del Mundo, M."
"Adhikari, R.","Del Mundo, M."
"Jampaklay, A.","Del Mundo, M."
"Chamratrithirong, A.","Del Mundo, M."
"Agadjanian, V.","Del Mundo, M."
"Yabiku, S.","Del Mundo, M."
"Cau, B.","Del Mundo, M."
"Alburo, F.","Del Mundo, M."
"Abella, D.","Del Mundo, M."
"Amouzou, A.","Del Mundo, M."
"Becker, S.","Del Mundo, M."
"Andorka, R.","Del Mundo, M."
"Asis, M. ","Del Mundo, M."
"Asis, M. ","Del Mundo, M."
"Battistella, G.","Del Mundo, M."
"Conaco, C.","Del Mundo, M."
"Battistela, G.","Del Mundo, M."
"Conaco, C.","Del Mundo, M."
"Basu, A.","Del Mundo, M."
"Bbaale, E.","Del Mundo, M."
"Mpuga, P. ","Del Mundo, M."
"Becker, G.","Del Mundo, M."
"Becker, G. S. ","Del Mundo, M."
"Birdsall, N.","Del Mundo, M."
"Cochrane, S. ","Del Mundo, M."
"Bongaarts, J. ","Del Mundo, M."
"Bongaarts, J.","Del Mundo, M."
"Potter, R.","Del Mundo, M."
"Bongaarts, J.","Del Mundo, M."
"Potter, R.","Del Mundo, M."
"Bradatan, C. ","Del Mundo, M."
"Bradatan, C.","Del Mundo, M."
"Brand, J.","Del Mundo, M."
"Davis, D. ","Del Mundo, M."
"Brass, W. ","Del Mundo, M."
"Bryant, J. ","Del Mundo, M."
"Bustamante, J. ","Del Mundo, M."
"Cabegin, E.","Del Mundo, M."
"Clifford, D. ","Del Mundo, M."
"Conaco, C.","Del Mundo, M."
"Battistella, G.","Del Mundo, M."
"Cortes, R. ","Del Mundo, M."
"Costello, M.","Del Mundo, M."
"Casterline, J. ","Del Mundo, M."
"Cruz, G.","Del Mundo, M."
"Cruz, G.","Del Mundo, M."
"Laguna, E.","Del Mundo, M."
"Cruz, G.","Del Mundo, M."
"Davis, K.","Del Mundo, M."
"Blake, J. ","Del Mundo, M."
"Davis, K.","Del Mundo, M."
Department for International Development,"Del Mundo, M."
"De Glind, H.","Del Mundo, M."
"De Guzman, E.","Del Mundo, M."
"De La Paz, M.","Del Mundo, M."
"Colson, L.","Del Mundo, M."
"Denscombe, M. ","Del Mundo, M."
"Dtuigo, N. ","Del Mundo, M."
"Easterlin, R.","Del Mundo, M."
"Easterlin, R.","Del Mundo, M."
"Crimmins, E. ","Del Mundo, M."
"Ferré, C.","Del Mundo, M."
"Findley, S.","Del Mundo, M."
"Gayen, K.","Del Mundo, M."
"Genereux, A. ","Del Mundo, M."
"Goldstein, S.","Del Mundo, M."
"Mayer, K.","Del Mundo, M."
"Gunasekaran, S.","Del Mundo, M."
"Palmore, J. ","Del Mundo, M."
"Hobbs, F.","Del Mundo, M."
"Bogue, D.","Del Mundo, M."
International Association of Multidisciplinary Research,"Del Mundo, M."
"Jingzhong, Y.","Del Mundo, M."
"Lu, P.","Del Mundo, M."
"Kulu, H.","Del Mundo, M."
"Lai, S.","Del Mundo, M."
"Tey, N.","Del Mundo, M."
"Leamsuwan, T. ","Del Mundo, M."
"Leon, A.","Del Mundo, M."
"Li, S.","Del Mundo, M."
"Wang, W.","Del Mundo, M."
"Lindstrom, D.","Del Mundo, M."
"Saucedo, G.","Del Mundo, M."
"Lindstrom, D.","Del Mundo, M."
"Saucedo, G.","Del Mundo, M."
"Lux, M.","Del Mundo, M."
"Sunega, P. ","Del Mundo, M."
"Mast, C. ","Del Mundo, M."
"Mahinchai, M.","Del Mundo, M."
"Marini, M.","Del Mundo, M."
"Martin, T.","Del Mundo, M."
"Juarez, F.","Del Mundo, M."
"Massey, D.","Del Mundo, M."
"Mullan, B. ","Del Mundo, M."
"McCrary, J.","Del Mundo, M."
"Royer, H.","Del Mundo, M."
"Millman, S.","Del Mundo, M."
"Potter, R.","Del Mundo, M."
"Moultrie, T. ","Del Mundo, M."
"Moultrie, T. ","Del Mundo, M."
"Moultrie, T.","Del Mundo, M."
National Statistics Office,"Del Mundo, M."
MI,"Del Mundo, M."
National Statistics Office,"Del Mundo, M."
ICE Macro,"Del Mundo, M."
National Statistics Office,"Del Mundo, M."
National Statistics Office,"Del Mundo, M."
Department of Health,"Del Mundo, M."
Macro International Incorporated,"Del Mundo, M."
National Statistics Office,"Del Mundo, M."
National Statistics Office,"Del Mundo, M."
"Orbeta, A.","Del Mundo, M."
"Pernia, E.","Del Mundo, M."
"Palmore, J.","Del Mundo, M."
Philippine Overseas Employment Administration,"Del Mundo, M."
Philippine Statistics Authority,"Del Mundo, M."
ICE International,"Del Mundo, M."
"Potter, R.","Del Mundo, M."
"Kobrin, F.","Del Mundo, M."
"Qin, M.","Del Mundo, M."
"Punpuing, S.","Del Mundo, M."
"Guest, P.","Del Mundo, M."
Prasartkul P.,"Del Mundo, M."
"Quinta, E.,","Del Mundo, M."
"Perez, J.","Del Mundo, M."
"Rele, J. ","Del Mundo, M."
"Rele, J.","Del Mundo, M."
"Kanitkar, T.","Del Mundo, M."
"Reyes, M.","Del Mundo, M."
"Sassen, S.","Del Mundo, M."
"Saunders, M.","Del Mundo, M."
"Lewis, P.","Del Mundo, M."
"Thornill, A.","Del Mundo, M."
Scalabrini Migration Center,"Del Mundo, M."
"Shapiro, D.","Del Mundo, M."
"Tambashe, B.","Del Mundo, M."
"Shapiro, D.","Del Mundo, M."
"Singh, S.","Del Mundo, M."
"Casterline, J. ","Del Mundo, M."
"Singh, N.","Del Mundo, M."
"Singh, R.","Del Mundo, M."
"Kumar, R.","Del Mundo, M."
"Padaria, R.","Del Mundo, M."
"Singh, A.","Del Mundo, M."
"Varghese, N.","Del Mundo, M."
"Singley, S.","Del Mundo, M."
"Landale, N.","Del Mundo, M."
"Sloggett, A.","Del Mundo, M."
"Brass, W.","Del Mundo, M."
"Eldridge, S.","Del Mundo, M."
"Timaus, I.","Del Mundo, M."
"Ward, P.","Del Mundo, M."
"Zaba, B. ","Del Mundo, M."
"Snyder, A.","Del Mundo, M."
"McLaughlin, D. ","Del Mundo, M."
"Finderis, J.","Del Mundo, M."
"Tamura, Y.","Del Mundo, M."
"Booth, A. ","Del Mundo, M."
"Ullah, M. ","Del Mundo, M."
"United Nations, Department of Economic and Social Affairs, Population Division","Del Mundo, M."
"United Nations, Department of Economic and Social Affairs, Population Division","Del Mundo, M."
United Nations ,"Del Mundo, M."
United Nations ,"Del Mundo, M."
United Nations ,"Del Mundo, M."
"Van de Glind, H.","Del Mundo, M."
"Van de Walle, F. ","Del Mundo, M."
"Virola, R. ","Del Mundo, M."
"Weerasinghe, D.","Del Mundo, M."
"Parr, N. J.","Del Mundo, M."
World Bank,"Del Mundo, M."
World Bank,"Del Mundo, M."
"Yang, Q.","Del Mundo, M."
"Zaba, B.","Del Mundo, M."
"Pisani, E.","Del Mundo, M."
"Slayrnaker, E.","Del Mundo, M."
"Zablan, Z.","Del Mundo, M."
"Zablan, Z.","Del Mundo, M."
"Zlotnick, H. ","Del Mundo, M."
"Zosa, V.","Del Mundo, M."
"Orbeta Jr., A.","Del Mundo, M."
"Abrahams, K.","Dorjee, T."
"Adestunji, J.","Dorjee, T."
"Afzal, M.","Dorjee, T."
"Khan, Z.","Dorjee, T."
"Chaudry, M. ","Dorjee, T."
Alaka M.,"Dorjee, T."
"Kaushik, B.","Dorjee, T."
"Alam, I.","Dorjee, T."
"Cleland, J. ","Dorjee, T."
"Arriaga, E. ","Dorjee, T."
"Arriaga, E. ","Dorjee, T."
"Arvind, P.","Dorjee, T."
Minja K.,"Dorjee, T."
"Luther, N.","Dorjee, T."
"Sahu, D.","Dorjee, T."
"Chard, J. ","Dorjee, T."
"Bleek, W.","Dorjee, T."
"Berton, F.","Dorjee, T."
"Rent, G.","Dorjee, T."
"Bhuiyat, A.","Dorjee, T."
"Streatfield, K.","Dorjee, T."
"Boerma, J.","Dorjee, T."
"Bicego, G.","Dorjee, T."
"Bonte, M.","Dorjee, T."
"Van Ballen, H. ","Dorjee, T."
"Bouvier, L.","Dorjee, T."
"Bumpass, L.","Dorjee, T."
"Rindfuss, R.","Dorjee, T."
"Palmore, J.","Dorjee, T."
"Cabigon, J. ","Dorjee, T."
"Cabigon, J. ","Dorjee, T."
"Cabigon, J.","Dorjee, T."
"Caldwell, J. ","Dorjee, T."
"Caldwell, J. ","Dorjee, T."
"Cantrelle, P.","Dorjee, T."
"Leridon, H.","Dorjee, T."
"Casterline, J.","Dorjee, T."
"Cooksey, E.","Dorjee, T."
"Ismail, A.","Dorjee, T."
"Chakraborty, N.","Dorjee, T."
"Sharmin, S.","Dorjee, T."
"Islam, M.","Dorjee, T."
"Cleland, J.","Dorjee, T."
"Safher, Z. ","Dorjee, T."
"Cleland, J.","Dorjee, T."
"Kaulinann, G. ","Dorjee, T."
"Coals, A. ","Dorjee, T."
"Costello, M.","Dorjee, T."
"Das Gupta, M.","Dorjee, T."
"Da Vanzo, J.","Dorjee, T."
"Butz, W.","Dorjee, T."
"Habicht, J.","Dorjee, T."
"Da Vanzo, J. ","Dorjee, T."
"Debpuur, C.","Dorjee, T."
"Wontuo, P.","Dorjee, T."
"Akazili, J.","Dorjee, T."
"Nyarko, P. ","Dorjee, T."
"Desai, S.","Dorjee, T."
"Alva, S. ","Dorjee, T."
Dreze. J.,"Dorjee, T."
"Sen, A.","Dorjee, T."
"D'Souza, S.","Dorjee, T."
"Bhuiya, A. ","Dorjee, T."
"Dyson, T. ","Dorjee, T."
"Forste, R.","Dorjee, T."
"Gemperli, A.","Dorjee, T."
"Vounatsou, P.","Dorjee, T."
"Kleinschmidt, I.","Dorjee, T."
"Bagayoko, M.","Dorjee, T."
"Lengeler, C.","Dorjee, T."
"Smith, T. ","Dorjee, T."
"Gubhaju, B. ","Dorjee, T."
"Gubhaju, B.","Dorjee, T."
"Streatfield, K.","Dorjee, T."
"Majumder, A. ","Dorjee, T."
"Gunasekran, S.","Dorjee, T."
"Ware, H.","Dorjee, T."
"Heligman, L. ","Dorjee, T."
"Hill, K.","Dorjee, T."
"Hill, K.","Dorjee, T."
"Bicego, G.","Dorjee, T."
"Mahy, M. ","Dorjee, T."
"Mustafa, H.","Dorjee, T."
"Odimegwu, C. ","Dorjee, T."
"Hobcraft, L. ","Dorjee, T."
"Hobcraft, J.","Dorjee, T."
"McDonald, J.","Dorjee, T."
"Rustein, S.","Dorjee, T."
"Hobcraft, J. ","Dorjee, T."
"Hobcraft, J.","Dorjee, T."
"McDonald, J.","Dorjee, T."
"Rutstein, S. ","Dorjee, T."
"Hobcraft, J.","Dorjee, T."
"McDonald, J.","Dorjee, T."
"Rutstein, S.","Dorjee, T."
"Hosseinpoor, A.","Dorjee, T."
"Mohammad, K.","Dorjee, T."
"Majdzadeh, R.","Dorjee, T."
"Naghavi, M.","Dorjee, T."
"Abolhassani, F.","Dorjee, T."
"Sousa, A.","Dorjee, T."
"Speybroeck, N.","Dorjee, T."
"Jamshidi, H.","Dorjee, T."
"Vega, J. ","Dorjee, T."
"Barnum, H.","Dorjee, T."
"Barlow, R. ","Dorjee, T."
"Irfan, M.","Dorjee, T."
"Beise, J.","Dorjee, T."
"Voland, E.","Dorjee, T."
"Jain, A.","Dorjee, T."
"Vermunt, J.","Dorjee, T."
"Moors, G. ","Dorjee, T."
"Knodel, J.","Dorjee, T."
"Hermalin, A.","Dorjee, T."
Kovsted. J.,"Dorjee, T."
"Portner, C.","Dorjee, T."
"Tarp, F. ","Dorjee, T."
"Madise, N.","Dorjee, T."
"Madise, N.","Dorjee, T."
"Diamond, I. ","Dorjee, T."
"Maglad, N.","Dorjee, T."
"Manda, S.","Dorjee, T."
Martin. L. G.,"Dorjee, T."
"Trussell, J.","Dorjee, T."
"Salvail, F.","Dorjee, T."
"Shah, N.","Dorjee, T."
"Masuy-Strwoobant, G.","Dorjee, T."
Ministry of Health and Education,"Dorjee, T."
Royal Government of Bhutan,"Dorjee, T."
"Morris, D.","Dorjee, T."
"Mosley, W.","Dorjee, T."
"Chen, L.","Dorjee, T."
"Mutunga, C. ","Dorjee, T."
"Okpala, A.","Dorjee, T."
"Felix, O.","Dorjee, T."
"Pender, G.","Dorjee, T."
"Palloni, A. ","Dorjee, T."
"Palloni, A.","Dorjee, T."
"Tiena, M. ","Dorjee, T."
Palloni A. ,"Dorjee, T."
Pandey. A.,"Dorjee, T."
"Cheo, M.","Dorjee, T."
"Luther, N.","Dorjee, T."
"Sahu, D.","Dorjee, T."
"Chard, J. ","Dorjee, T."
"Pavalavalli, G.","Dorjee, T."
"Ramesh, B. ","Dorjee, T."
"Pebley, A.","Dorjee, T."
"Stupp, P.","Dorjee, T."
"Pelletier, D.","Dorjee, T."
"Deneke, K.","Dorjee, T."
"Kidane, Y.","Dorjee, T."
"Haile, B.","Dorjee, T."
"Negussie, F. ","Dorjee, T."
"Popkin, B.","Dorjee, T."
"Retherford, R.","Dorjee, T."
"Cho, M.","Dorjee, T."
"Retherford, R.","Dorjee, T."
"Choe, M.","Dorjee, T."
"Thapa, S.","Dorjee, T."
"Gubhaju, B.","Dorjee, T."
Royal Government of Bhutan,"Dorjee, T."
"Ministry of Health, Royal Government of Bhutan","Dorjee, T."
"Bureau, Royal Government of Bhutan","Dorjee, T."
"Planning Commission, Royal Government of Bhutan","Dorjee, T."
"Planning Commission, Royal Government of Bhutan","Dorjee, T."
"Rutstein, S. ","Dorjee, T."
"Ruzika, L.","Dorjee, T."
"Kanitkar, T. ","Dorjee, T."
"Ruzika, L.","Dorjee, T."
"Kanitkar, T. ","Dorjee, T."
"Sastry, N.","Dorjee, T."
"Schultz, P.","Dorjee, T."
"Setty-Venugopal, V.","Dorjee, T."
"Upadhyay, U.","Dorjee, T."
"Sharipo, S.","Dorjee, T."
"Schlesinger, E.","Dorjee, T."
"Nesbitt, R. Jr. ","Dorjee, T."
Shryock. H.,"Dorjee, T."
"Siegel, J.","Dorjee, T."
"Steele, F. ","Dorjee, T."
"Kishor, S.","Dorjee, T."
"Parasuraman, S. ","Dorjee, T."
"Tempa, S.","Dorjee, T."
"Thapa, S.","Dorjee, T."
"Masudi, U.","Dorjee, T."
United Nations,"Dorjee, T."
United Nations,"Dorjee, T."
United Nations,"Dorjee, T."
United Nations,"Dorjee, T."
United Nations Secretariat,"Dorjee, T."
United Nations,"Dorjee, T."
Venkatarcharya K.,"Dorjee, T."
"Teklu, T.","Dorjee, T."
"Ware, H. ","Dorjee, T."
Winikofli B.,"Dorjee, T."
"Wolpin, K.","Dorjee, T."
"Wrigley, E. ","Dorjee, T."
"Yamaguchi, K.","Dorjee, T."
"Zablan, Z. ","Dorjee, T."
"Zablan, Z. ","Dorjee, T."
"Anh, N. D.","Dorji, T."
"Duong, B. L.","Dorji, T."
"Van, H. N.","Dorji, T."
Asian Development Bank and Bhutan,"Dorji, T."
"Brugiavini, A.","Dorji, T."
"Peracchi, F.","Dorji, T."
"Cambois, E.","Dorji, T."
"Robine, M. J.","Dorji, T."
"Brouard, N.","Dorji, T."
"Choden, P.","Dorji, T."
"Chua, M.","Dorji, T."
"Dauffenbach, C.","Dorji, T."
"El-Huni, M.","Dorji, T."
Denu. B.,"Dorji, T."
"Tekeste, A.","Dorji, T."
Dorji. L.,"Dorji, T."
"Kinga, S.","Dorji, T."
"Deiji, H.","Dorji, T."
"Dorji, P.","Dorji, T."
"Echebiri, R.","Dorji, T."
"Fitzenberger, B.","Dorji, T."
"Schnabel, R.","Dorji, T."
"Wunderlich, G.","Dorji, T."
"Garcia, R.","Dorji, T."
"Giacchino, L","Dorji, T."
"Pessino, C.","Dorji, T."
"Hussmanns, R.","Dorji, T."
Kpedepo. G.,"Dorji, T."
"Kpedepo, G.","Dorji, T."
"Krishnan, P.","Dorji, T."
"Linacre, S.","Dorji, T."
"Lsengard, B.","Dorji, T."
"Magidu, N.","Dorji, T."
"Maurer-Fazio, M.","Dorji, T."
"Connelly, R.","Dorji, T."
"Lan, C.","Dorji, T."
"Tang, L.","Dorji, T."
"Mueller, R.","Dorji, T."
"Ohadike, P.","Dorji, T."
"Tesfaghiorghis, H.","Dorji, T."
"Pabilonia, S.","Dorji, T."
"Palamuleni, M.","Dorji, T."
"Pastore, F.","Dorji, T."
"Pem, T. ","Dorji, T."
"Rahman, R.","Dorji, T."
RCSC.,"Dorji, T."
"Ree, A.","Dorji, T."
"Gray, W.","Dorji, T."
"Reyes, D.","Dorji, T."
"Richen, K.","Dorji, T."
"Royal Government of Bhutan, Ministry of Labour and Human Resources","Dorji, T."
"Royal Government of Bhutan, Ministry of Labour and Human Resources","Dorji, T."
"Royal Government of Bhutan, Ministry of Labour and Human Resources","Dorji, T."
"Sackey, H.","Dorji, T."
"Sallenh, A. ","Dorji, T."
"Salvador, R.","Dorji, T."
"Killinger, N.","Dorji, T."
"Schreiner, F.","Dorji, T."
Knutson,"Dorji, T."
"Shryock, H.","Dorji, T."
"Siegel, J.","Dorji, T."
"Tshering, N.","Dorji, T."
"United Nations, Economics and Social Affairs","Dorji, T."
"United Nations, Economics and Social Affairs","Dorji, T."
"Ajzen, I.","Fonacier, M."
"Allyn, D.","Fonacier, M."
"Beck, U. ","Fonacier, M."
"Bongaarts, J.","Fonacier, M."
"Byno, L. H.","Fonacier, M."
"Cauilan, N.","Fonacier, M."
"Cruz, C. I.","Fonacier, M."
"Chaves, C.","Fonacier, M."
"Chiao, C. ","Fonacier, M."
"Yi, C. C.","Fonacier, M."
"Choe, M. ","Fonacier, M."
"Lin, H.","Fonacier, M."
"Concepcion, M. B.","Fonacier, M."
"Flieger, W. ","Fonacier, M."
