authors,cited by
"Robertson, J.","Mallari, R."
"Windle, G.","Mallari, R."
"Wands, R. T.","Mallari, R."
"Wood, V. Wylie, M. L.","Mallari, R."
"Sheafor, B. ","Mallari, R."
"Zimmer, Z.","Mallari, R."
"Natividad, J. N.","Mallari, R."
"Ofstedal, M. B.","Mallari, R."
"Lin, H. S. ","Mallari, R."
"Akin, M.","Namgay, P."
"Akman, w.","Namgay, P."
"Anker, R.","Namgay, P."
"Assunao, R.","Namgay, P."
"Schmertmann, C.","Namgay, P."
"Potter, J.","Namgay, P."
"Cavenaghi, S.","Namgay, P."
"Bartlema, J.","Namgay, P."
"Chackiel, I.","Namgay, P."
"Hill, K.","Namgay, P."
"Soliz, A.","Namgay, P."
"Isaacs, M.","Namgay, P."
"Bindary, A.","Namgay, P."
"Baxter, C.","Namgay, P."
"Hollingsworth, T.","Namgay, P."
"Blake, J.","Namgay, P."
"Bongaarts, J.","Namgay, P."
"Bongaarts, J.","Namgay, P."
"Bongaarts, J.","Namgay, P."
"Bulatao, R.","Namgay, P."
"Bongaarts, J.","Namgay, P."
"Watkins, S.","Namgay, P."
"Brass, W.","Namgay, P."
"Brass, W.","Namgay, P."
"Jolly, C.","Namgay, P."
"Brewster, K.","Namgay, P."
"Rindfuss, R.","Namgay, P."
"Brown, R.","Namgay, P."
"Caire, N.","Namgay, P."
"Coale, A.","Namgay, P."
"Watkins, S.","Namgay, P."
"Cochrane, S.","Namgay, P."
"Cohen, B.","Namgay, P."
"Cruz, C.","Namgay, P."
"Davis, K.","Namgay, P."
"Judith, B.","Namgay, P."
Department of Health Service.,"Namgay, P."
Ministry of Health and Education.,"Namgay, P."
Royal Government of Bhutan. ,"Namgay, P."
"Dissanayake, L. ","Namgay, P."
"Doepke, M.","Namgay, P."
"Dorji, T.","Namgay, P."
"El-Ghannam, A.","Namgay, P."
"El-Shalakani, M.","Namgay, P."
"Farooq, G.","Namgay, P."
"DeGraff, D.","Namgay, P."
"Feeney, G.","Namgay, P."
"Feeney, G.","Namgay, P."
"Feeney, G.","Namgay, P."
"Herein, A.","Namgay, P."
"Hinds, A.","Namgay, P."
"Islam, N.","Namgay, P."
"Islam, M.","Namgay, P."
"Jejeebhoy, S.","Namgay, P."
Kenya Ministry of Health.,"Namgay, P."
"Klasen, S.","Namgay, P."
"Launov, A.","Namgay, P."
"Lloyd, C.","Namgay, P."
"Luo, S.","Namgay, P."
"Martin, T.","Namgay, P."
"Mhloyi, M.","Namgay, P."
Ministry of Education.,"Namgay, P."
"Moultri, T.","Namgay, P."
"Dorrington, R.","Namgay, P."
"Moultri, T.","Namgay, P."
"Dorrington, R.","Namgay, P."
"National Statistics Bureau, Royal Government of Bhutan.","Namgay, P."
"National Statistics Bureau, Royal Government of Bhutan.","Namgay, P."
"Nguven-Dinh, Y. ","Namgay, P."
"Notestein, F.","Namgay, P."
"Office of the Census Commissioner, Royal Government of Bhutan. ","Namgay, P."
"Ogasawara, S.","Namgay, P."
"Palmore, J.","Namgay, P."
"Gardner, R.","Namgay, P."
"Palmore, J.","Namgay, P."
"Sarmento, E.","Namgay, P."
"Gultiano, S.","Namgay, P."
"Peng, T.","Namgay, P."
"Perez, A.","Namgay, P."
"Planning Commission, Royal Government of Bhutan.","Namgay, P."
"Rosenzweig, M.","Namgay, P."
"Razzaque, A.","Namgay, P."
"Islam, M.","Namgay, P."
"Alam, N.","Namgay, P."
"Schertmann, C.","Namgay, P."
"Schertmann, C.","Namgay, P."
"Schoen, R.","Namgay, P."
"Sen, A. ","Namgay, P."
"Shryock, H.","Namgay, P."
"Siegel, J.","Namgay, P."
The Department of Family and Community Health,"Namgay, P."
World Health Organization.,"Namgay, P."
"Tripathy, P.","Namgay, P."
"Sarangi, K.","Namgay, P."
"Udjo, E.","Namgay, P."
United Nations.,"Namgay, P."
United Nations.,"Namgay, P."
United Nations.,"Namgay, P."
US Department of Commerce.,"Namgay, P."
"Yusuf, F.","Namgay, P."
"Retherford, R.","Namgay, P."
"Weeks, J.","Namgay, P."
"Agree, E.","Parcon, C."
"Biddlecom, A.","Parcon, C."
"Valente, T. ","Parcon, C."
"Agree, E.","Parcon, C."
"Biddlecom, A.","Parcon, C."
"Chang, M.","Parcon, C."
"Perez, A. ","Parcon, C."
"Antonucci, T. C.","Parcon, C."
"Sherman, A.","Parcon, C."
"Akiyama, H. ","Parcon, C."
"Atchley, R. ","Parcon, C."
"Atchley, R.","Parcon, C."
"Baltazar, J.","Parcon, C."
"Valencia, E.","Parcon, C."
"Baquilod, M. ","Parcon, C."
"Biddleoom, A.","Parcon, C."
"Chayovan, N.","Parcon, C."
"Ofstedal, M.","Parcon, C."
"Brown, A.","Parcon, C."
"Cabigon, J. ","Parcon, C."
Chang T. ,"Parcon, C."
"Chen, C.","Parcon, C."
"Cicerelli, V. ","Parcon, C."
"Cruz, G. ","Parcon, C."
"De Guzman, E.","Parcon, C."
"Go, E.","Parcon, C."
"Yordan, E.","Parcon, C."
"De Guzman, E.","Parcon, C."
"Magracia, M.","Parcon, C."
"Zablan, Z.","Parcon, C."
"Domingo, L.","Parcon, C."
"Domingo, L.","Parcon, C."
"Domingo, L.","Parcon, C."
"de Asis, M. ","Parcon, C."
"Domingo, L.","Parcon, C."
"Medina, B.","Parcon, C."
"Domingo, M. ","Parcon, C."
"Domingo, L.","Parcon, C."
"Casterline, J. ","Parcon, C."
"Domingo, L.","Parcon, C."
"Feranil, I.","Parcon, C."
"Domingo, L.","Parcon, C."
"Eu, H.","Parcon, C."
"Feranil, I.","Parcon, C."
"Fonda, S.","Parcon, C."
"Herzog, A.","Parcon, C."
"Foner, A. ","Parcon, C."
"Gorman, M.","Parcon, C."
"Groenou, M.","Parcon, C."
"van Tilburg, T. ","Parcon, C."
"Grundy, E.","Parcon, C."
"Hagestad, G.","Parcon, C."
"Hermalin, A.","Parcon, C."
"Ofstedal, M.","Parcon, C."
"Hermalin, A.","Parcon, C."
"Ofstedal, M.","Parcon, C."
"Chang, M. ","Parcon, C."
"Hooker, R.","Parcon, C."
"Hooyman, N.","Parcon, C."
"Kiyak, H.","Parcon, C."
"Hooyman, N.","Parcon, C."
"Kiyak, H.","Parcon, C."
"Lee, R. ","Parcon, C."
"Liang, J.","Parcon, C."
"Gu, S.","Parcon, C."
"Krause, N.","Parcon, C."
"Litwin, H.","Parcon, C."
Litwin. H.,"Parcon, C."
"Lopez, M.","Parcon, C."
"Kim, I.","Parcon, C."
"Choe, E. ","Parcon, C."
"Knodel, J.","Parcon, C."
"Ofstedal, M.","Parcon, C."
"Knodel, J.","Parcon, C."
"Kramarow, E. ","Parcon, C."
"Martin, L. ","Parcon, C."
"Mason, K.","Parcon, C."
"Medina, B.","Parcon, C."
"Myers, G.","Parcon, C."
"Eggers, M. ","Parcon, C."
"Narvaez, C.","Parcon, C."
"Natividad, J.","Parcon, C."
"Cruz, G. ","Parcon, C."
National Statistics Office,"Parcon, C."
National Statistics Office,"Parcon, C."
ORC Macro,"Parcon, C."
National Statistics Office,"Parcon, C."
"Okamura, J.","Parcon, C."
"Peterson, J. T. ","Parcon, C."
"Peterson, J. T. ","Parcon, C."
"Pollack, O. ","Parcon, C."
"Quadagno, J.","Parcon, C."
Republic of the Philippines,"Parcon, C."
"Retherford, K. D.","Parcon, C."
"Choe, M.","Parcon, C."
Samonte,"Parcon, C."
"Sarmiento, E. M. ","Parcon, C."
"Sluzki, C. E.","Parcon, C."
"Suh, M. K. ","Parcon, C."
"Sugisawa, H.","Parcon, C."
"Liang, J.","Parcon, C."
"Liu, X. ","Parcon, C."
"Unger, J. B.","Parcon, C."
United Nations,"Parcon, C."
United Nations,"Parcon, C."
United Nations,"Parcon, C."
"Willimans, L.","Parcon, C."
"Domingo, L.","Parcon, C."
"Wolchik, S. A.","Parcon, C."
"Beals, J.","Parcon, C."
"Sandier, I. ","Parcon, C."
World Health Organization,"Parcon, C."
"Zablan, Z. C.","Parcon, C."
"Abassi, N.","Prudencio, M."
"Ifran, M.","Prudencio, M."
"Abrera-Mangahas, M.","Prudencio, M."
"Aganon, M.","Prudencio, M."
"Andres, T. ","Prudencio, M."
"Anunciason, R. ","Prudencio, M."
"Arellano-Carandang, M.","Prudencio, M."
"Asis, M.","Prudencio, M."
"Battistella, G.","Prudencio, M."
"Conaco-Gastardo, M.","Prudencio, M."
"Battistella, G.","Prudencio, M."
"Bautista, M.","Prudencio, M."
"Beltran, R.","Prudencio, M."
"Choe, M. K.","Prudencio, M."
"Hatmadji, S. H.","Prudencio, M."
"Cruz, V. ","Prudencio, M."
"Carino, B. ","Prudencio, M."
"Carino, B. ","Prudencio, M."
"De Jong, G. F.","Prudencio, M."
"Fawcett, J. T.","Prudencio, M."
"Gardner, R.","Prudencio, M."
"De Jong, G. F. ","Prudencio, M."
"Go, E. ","Prudencio, M."
"Go, E. ","Prudencio, M."
"Go, E. ","Prudencio, M."
"Guerrero, S.","Prudencio, M."
"Ballescas, M.","Prudencio, M."
"Hirsch, T. ","Prudencio, M."
"Hugo, G. ","Prudencio, M."
"Jampaklay, A. ","Prudencio, M."
"Juco, E.","Prudencio, M."
"Kandel, K.","Prudencio, M."
"Lu, Y. ","Prudencio, M."
"Maccoby, E. E.","Prudencio, M."
"Martin, S. ","Prudencio, M."
"Maccoby, E. E.","Prudencio, M."
"Massey, D.","Prudencio, M."
"Opiniano, J.","Prudencio, M."
"Olimova, S.","Prudencio, M."
"Bose, I. ","Prudencio, M."
"Poster, M.","Prudencio, M."
"Perez, A.","Prudencio, M."
"Patacsil, P.","Prudencio, M."
"Pertierra, R.","Prudencio, M."
"Prigol, P. H. ","Prudencio, M."
"Ramirez, M. ","Prudencio, M."
"Retherford, R.","Prudencio, M."
"Choe, M.","Prudencio, M."
"Rutter, M.","Prudencio, M."
"Siddiqui, A. ","Prudencio, M."
"Torres, A.","Prudencio, M."
"Russell, S. S.","Prudencio, M."
"Shryock, H.","Prudencio, M."
"Soriano, M.","Prudencio, M."
"Sto. Tomas, P.","Prudencio, M."
"Tan, E. ","Prudencio, M."
"Vasquez, N.","Prudencio, M."
"Yeoh, B.","Prudencio, M."
"Zhao, H.","Prudencio, M."
Catholic Bishops Conference of the Philippines-Episcopal Commission on Migrants and Itinerant People,"Prudencio, M."
Episcopal Commission for the Pastoral Care of Migrants and Itinerant People,"Prudencio, M."
World Bank,"Prudencio, M."
Save the Children,"Prudencio, M."
National Statistics Office,"Prudencio, M."
"Martin, S.","Prudencio, M."
Commission on Filipinos Overseas,"Prudencio, M."
Overseas Workers Welfare Administration,"Prudencio, M."
Philippine Migrants Rights Watch,"Prudencio, M."
Philippine Overseas Employment Administration,"Prudencio, M."
"Alcantara, A.","Reyes, D."
Asian Population Studies,"Reyes, D."
"Balisacan, A.","Reyes, D."
"Hill, H.","Reyes, D."
"Barclay, G.","Reyes, D."
"Bauer, J.","Reyes, D."
"Bisgrove, E.","Reyes, D."
"Viswanathan, M.","Reyes, D."
"Caldwell, J.","Reyes, D."
"Caldwell, P.","Reyes, D."
"Castillo, G. ","Reyes, D."
"De Guzman, E.","Reyes, D."
"Go, E.","Reyes, D."
"Yordan, E. ","Reyes, D."
"Denton, F. T.","Reyes, D."
"Ostry, S. ","Reyes, D."
"Darand, J. D. ","Reyes, D."
"Eviota, E. ","Reyes, D."
"Farooq, G. M.","Reyes, D."
"Flieger, W.","Reyes, D."
"Cabigon, J.","Reyes, D."
"Fullerton, H. N.","Reyes, D."
"Garfinkle, S.","Reyes, D."
"Gnasekharan, K. S.","Reyes, D."
"Haines, M.","Reyes, D."
"Herrin, A.","Reyes, D."
"Pernia, E.","Reyes, D."
"Hussmanns, R.","Reyes, D."
"Jaffe, A. J.","Reyes, D."
"Stewart, C.","Reyes, D."
Joint Economic Committee of the US,"Reyes, D."
"Kanako, T.","Reyes, D."
"Kono, S.","Reyes, D."
"Kpedepko, K. ","Reyes, D."
"Kpedepko, K.","Reyes, D."
authors,"Reyes, D."
"Kupinsky, S.","Reyes, D."
"Morada, H. B.","Reyes, D."
"Kim, Y. ","Reyes, D."
National Statistics Office,"Reyes, D."
"Nazaret, F.","Reyes, D."
Joint Economic Committee of the US,"Reyes, D."
"Ruzicka, L. T.","Reyes, D."
"Salleh, A.","Reyes, D."
"Salleh, A.","Reyes, D."
"Seghal, J. M.","Reyes, D."
"Takala, J.","Reyes, D."
United Nations,"Reyes, D."
United Nations,"Reyes, D."
"Weeks, J.","Reyes, D."
"Wolfbein, S. L.","Reyes, D."
"Wool, H. ","Reyes, D."
Women Development Service,"Reyes, D."
"Woytinsky, W. S.","Reyes, D."
"Adair, L.","Reyes, D."
"Adams, L. S.","Reyes, D."
"Cabigon, J. V.","Reyes, D."
"Carman, B.","Reyes, D."
"Domingo, L.","Reyes, D."
"Herrin, A.","Reyes, D."
Pillsburry,"Reyes, D."
"Agresti, A.","Rodriguez, M."
"Finlay, B.","Rodriguez, M."
"Alarcon, M.","Rodriguez, M."
"Villalpando, S.","Rodriguez, M."
"Fajardo, A.","Rodriguez, M."
"Alcantara, A.","Rodriguez, M."
"Rodriguez, M.","Rodriguez, M."
"Cabigon, J. ","Rodriguez, M."
"Anderson, M.","Rodriguez, M."
"Cabigon, J.","Rodriguez, M."
"Cabigon, J.","Rodriguez, M."
"Caldwell, J.","Rodriguez, M."
"Caselli, G.","Rodriguez, M."
"Vallin, J.","Rodriguez, M."
"Wunsch, G. ","Rodriguez, M."
"Chen, Y. ","Rodriguez, M."
"Colley, J.","Rodriguez, M."
"Costello, M.","Rodriguez, M."
"Jensen, E.","Rodriguez, M."
"Lleno, L.","Rodriguez, M."
"Da Vanzo, J.","Rodriguez, M."
"Habicht., J.","Rodriguez, M."
"Dayrit, E.","Rodriguez, M."
"Deb, S. ","Rodriguez, M."
Department of Health,"Rodriguez, M."
"Garenne, M.","Rodriguez, M."
"Ronsmans, C.","Rodriguez, M."
"Campbell, H. ","Rodriguez, M."
"Glenzen, W.","Rodriguez, M."
"Alpers, M.","Rodriguez, M."
Kartasasmita C. ,"Rodriguez, M."
"Kaushik, P. ","Rodriguez, M."
"Leeder, S. ","Rodriguez, M."
"Leowski, J.","Rodriguez, M."
Mishra V.,"Rodriguez, M."
"Retherford, R.","Rodriguez, M."
"Mosley, W.","Rodriguez, M."
"Vallin, J.","Rodriguez, M."
"Lopez, A.","Rodriguez, M."
"Behm, H. ","Rodriguez, M."
"Mosley, W.","Rodriguez, M."
"Chen, L.","Rodriguez, M."
National Statistics Office,"Rodriguez, M."
National Statistics Office,"Rodriguez, M."
Department of Health,"Rodriguez, M."
Macro International Inc. ,"Rodriguez, M."
National Statistics Office,"Rodriguez, M."
Department of Health,"Rodriguez, M."
Macro International Inc.,"Rodriguez, M."
"Omariba, D. ","Rodriguez, M."
"Omran, A. ","Rodriguez, M."
Palloni A.,"Rodriguez, M."
"Tienda, M.","Rodriguez, M."
Philippine Health Statistics,"Rodriguez, M."
"Popkin, B.","Rodriguez, M."
"Adair, L.","Rodriguez, M."
"Akin, J.","Rodriguez, M."
"Black, R.","Rodriguez, M."
"Briscoe, J.","Rodriguez, M."
"Flieger, W.","Rodriguez, M."
"Pungrassami, P.","Rodriguez, M."
Rahman M.,"Rodriguez, M."
"Rahman, A.","Rodriguez, M."
"Rossi-Espagnet, A.","Rodriguez, M."
"Goldstein, G.","Rodriguez, M."
"Tabibzadeh, I. ","Rodriguez, M."
"Ruutu, P.","Rodriguez, M."
"Lucero, M.","Rodriguez, M."
"Lankinen, K. ","Rodriguez, M."
"Steinhoff, M.","Rodriguez, M."
"Tupasi, T.","Rodriguez, M."
"Velmonte, M.","Rodriguez, M."
"Sanvictores, M.","Rodriguez, M."
"Abraham, L.","Rodriguez, M."
"de Leon, L.","Rodriguez, M."
"Tan, S.","Rodriguez, M."
"Miguel, C.","Rodriguez, M."
"Saniel, M. ","Rodriguez, M."
UNICEF,"Rodriguez, M."
WHO,"Rodriguez, M."
"Vallin, J.","Rodriguez, M."
"Caselli, G.","Rodriguez, M."
"Surault, P.","Rodriguez, M."
"Cassefli, G.","Rodriguez, M."
"Vallin, J.","Rodriguez, M."
"Wunsch, G.","Rodriguez, M."
World Health Organization,"Rodriguez, M."
World Health Organization,"Rodriguez, M."
World Health Organization,"Rodriguez, M."
World Health Organization,"Rodriguez, M."
"Yoon, P.","Rodriguez, M."
"Zablan, Z.","Rodriguez, M."
"Zaman, K. ","Rodriguez, M."
"Abejo, S.","Sasota, R."
"Go, E.","Sasota, R."
"Cruz, G.","Sasota, R."
"Marquez, M.","Sasota, R."
"Adongo, P.","Sasota, R."
"Phillips, J.","Sasota, R."
"Bianka, F.","Sasota, R."
American Society for Reproductive Medicine,"Sasota, R."
"Appleton, S.","Sasota, R."
Babycentre,"Sasota, R."
"Becker, G.","Sasota, R."
"Bernhard, M.","Sasota, R."
"Uddin, M.","Sasota, R."
"Bertrand, J.","Sasota, R."
"Magnani, R.","Sasota, R."
"Hardee, K.","Sasota, R."
"Angle, M.","Sasota, R."
"Birdsall, N.","Sasota, R."
"Boserup, E. ","Sasota, R."
"Caldwell, J.","Sasota, R."
"Gaminiratne, K.","Sasota, R."
"Caldwell, P.","Sasota, R."
"De Silva, S.","Sasota, R."
"Caldwell, B.","Sasota, R."
"Weeraratne, N.","Sasota, R."
"Silva, P.","Sasota, R."
"Caldwell, J.","Sasota, R."
"Ware, H.","Sasota, R."
"Caldwell, J.","Sasota, R."
"Casterline, J.","Sasota, R."
"Palabarica-Costello, M.","Sasota, R."
"Chamratrithirong, A.","Sasota, R."
"Stephen, E.","Sasota, R."
"Chaudhary, A.","Sasota, R."
"Choe, M.","Sasota, R."
"Park, I.","Sasota, R."
"Choe, M.","Sasota, R."
"Zablan, Z.","Sasota, R."
Gealogo R.,"Sasota, R."
"Kantner, A.","Sasota, R."
"Cochrane, S.","Sasota, R."
"Guilkey, D.","Sasota, R."
"Concepcion, M.","Sasota, R."
"Coale, A.","Sasota, R."
"Hoover, E.","Sasota, R."
"Da Vanzo, J.","Sasota, R."
"Ann, R.","Sasota, R."
"Othman, R.","Sasota, R."
Davis K.,"Sasota, R."
Blake J.,"Sasota, R."
"De Guzman, E.","Sasota, R."
"Dreze, J.","Sasota, R."
"Sen, A.","Sasota, R."
"Easterlin, R.","Sasota, R."
"Crimmins, E.","Sasota, R."
"Easterlin, R.","Sasota, R."
Economic Commission for Africa,"Sasota, R."
"Ekouevi, K.","Sasota, R."
"Adepolu, A.","Sasota, R."
ESCAP,"Sasota, R."
"Fapohunda, E.","Sasota, R."
"Todaro, M.","Sasota, R."
"Feyisetan, B.","Sasota, R."
"Ainsworth, M.","Sasota, R."
"Gajanayake, I.","Sasota, R."
"Gilis, M.","Sasota, R."
"Perkins, D.","Sasota, R."
"Roemer, M.","Sasota, R."
"Snodgrass, D.","Sasota, R."
"Hansen, S.","Sasota, R."
"Isiugo-Abanihe, U.","Sasota, R."
"Jain Anrudh, K.","Sasota, R."
"Khan, M.","Sasota, R."
"Rahman, M.","Sasota, R."
"Laing, J.","Sasota, R."
"Livi-Bacci, M.","Sasota, R."
"Lesthaeghe, R.","Sasota, R."
"Jolly, C.","Sasota, R."
"Limanonda, B.","Sasota, R."
"Lindert, P.","Sasota, R."
"Lucas, D.","Sasota, R."
"Malthus, T.","Sasota, R."
"Mason, K.","Sasota, R."
"Mauldin, W.","Sasota, R."
"Merrick, T.","Sasota, R."
"Molyneaux, J.","Sasota, R."
"Lerman, C.","Sasota, R."
"Pandi, E.","Sasota, R."
"Wibisono, S.","Sasota, R."
National Statistical Coordination Board,"Sasota, R."
National Statistical Coordination Board,"Sasota, R."
National Statistics Office,"Sasota, R."
"National Statistics Office, Department of Health","Sasota, R."
Macro International Incorporated,"Sasota, R."
National Statistics Office,"Sasota, R."
National Research Council,"Sasota, R."
Committee on Population.,"Sasota, R."
"Thang, N.","Sasota, R."
"Anh, D.","Sasota, R."
"Obadan, M.","Sasota, R."
"Odusola, A.","Sasota, R."
"Odusola, A.","Sasota, R."
"Oyediran, K.","Sasota, R."
"Bogunjoko, J.","Sasota, R."
"Adeyemo, J.","Sasota, R."
"Odusola, A.","Sasota, R."
"Oyediran, K.","Sasota, R."
"Bogunjoko, J.","Sasota, R."
"Adeyemo, J.","Sasota, R."
"Olusanya, P.","Sasota, R."
Orbeta A. Jr.,"Sasota, R."
Orbeta A.,"Sasota, R."
"Pernia, E ","Sasota, R."
"Parado, J.","Sasota, R."
"Bulatao, R.","Sasota, R."
"Perez, A.","Sasota, R."
"Philips, J.","Sasota, R."
"Po, A.","Sasota, R."
"Potter, J.","Sasota, R."
"Mojarro, O.","Sasota, R."
"Nunez, L.","Sasota, R."
"Rele, J.","Sasota, R."
"Kapoor, P.","Sasota, R."
"Khan, M.","Sasota, R."
"Reyes, C.","Sasota, R."
"Valencia, L.","Sasota, R."
"Rindfuss, R.","Sasota, R."
"Swicegood, C.","Sasota, R."
"Bumpass, L.","Sasota, R."
"Salaff, J.","Sasota, R."
Satyajeet N.,"Sasota, R."
"Sureender, S. ","Sasota, R."
"Shah, N.","Sasota, R."
"Shah, M.","Sasota, R."
"Radovanovic, Z.","Sasota, R."
"Somboonsuk, A.","Sasota, R."
"Xuto, N.","Sasota, R."
"Gray, R.","Sasota, R."
"Grossman, R. ","Sasota, R."
"Stewart, F.","Sasota, R."
"Teitelbaum, M.","Sasota, R."
"Westoff, C.","Sasota, R."
"Jones, E.","Sasota, R."
WHO,"Sasota, R."
World Bank,"Sasota, R."
"Young, A.","Sasota, R."
"Afifi, A.","Tabaco, R."
"May, S.","Tabaco, R."
"Clark, V","Tabaco, R."
Asian Development Bank,"Tabaco, R."
"Cruz, G.","Tabaco, R."
"Natividad, J.","Tabaco, R."
"Saito, Y.","Tabaco, R."
"Gonzales, M. ","Tabaco, R."
Demographic and Health Surveys Program ,"Tabaco, R."
Demographic and Health Surveys Program ,"Tabaco, R."
Demographic Research and Development Foundation,"Tabaco, R."
University of the Philippines Population institute,"Tabaco, R."
Demographic Research and Development Foundation,"Tabaco, R."
University of the Philippines Population institute,"Tabaco, R."
Department of Social Welfare and Development.,"Tabaco, R."
"Dutton, W.","Tabaco, R."
"Blank, G. ","Tabaco, R."
"Elliott, A. C.","Tabaco, R."
"Woodward, W. A. ","Tabaco, R."
"Ericta, C.","Tabaco, R."
"Fabian, E.","Tabaco, R."
"Ericta, C.","Tabaco, R."
"Luis, J.","Tabaco, R."
"Fabio, M.","Tabaco, R."
"Choi, Y.","Tabaco, R."
"Bird, S. ","Tabaco, R."
"Falkingham, J.","Tabaco, R."
"Namazie, C.","Tabaco, R."
"Filmer, D.","Tabaco, R."
"Pritchett, L. ","Tabaco, R."
"Filmer, D.","Tabaco, R."
"Pritchett, L. ","Tabaco, R."
"Fry, K.","Tabaco, R."
"Firestone, R.","Tabaco, R."
"Chakraborty, N.","Tabaco, R."
"Galperin, H.","Tabaco, R."
"Mariscal, J.","Tabaco, R."
"Barrantes, R.","Tabaco, R."
Institute Nacional De Estadistica,"Tabaco, R."
"Lister, R.","Tabaco, R."
National Economic and Development Authority.,"Tabaco, R."
"Natividad, J.","Tabaco, R."
Oxford Poverty,"Tabaco, R."
Human Development Initiative,"Tabaco, R."
Oxford Poverty,"Tabaco, R."
Human Development Initiative,"Tabaco, R."
Philippine Statistics Authority - National Statistical Coordination Board,"Tabaco, R."
Philippine Statistics Authority - National Statistical Coordination Board,"Tabaco, R."
"Reyes, C.","Tabaco, R."
"Tabuga, A.","Tabaco, R."
"Reyes, C.","Tabaco, R."
"Valencia, L","Tabaco, R."
"Rutstein, S.","Tabaco, R."
"Johnson, K.","Tabaco, R."
"Rutstein, S. ","Tabaco, R."
"Rutstein, S. ","Tabaco, R."
"Rutstein, S.","Tabaco, R."
"Staveteig, S.","Tabaco, R."
"Sahn, D.","Tabaco, R."
"Stifel, D.","Tabaco, R."
"Sahn, D.","Tabaco, R."
"Stifel, D.","Tabaco, R."
"Siegel, J.","Tabaco, R."
"Swanson, D. ","Tabaco, R."
Social Weather Station,"Tabaco, R."
"Solomon-Fears, C.","Tabaco, R."
World Bank,"Tabaco, R."
Ahmed,"Wangdi, L."
Aziz.,"Wangdi, L."
"Balk, D.","Wangdi, L."
"Lahiri, S. ","Wangdi, L."
"Bankole, O.","Wangdi, L."
"Mabekoje, O.","Wangdi, L."
CGPH,"Wangdi, L."
"Fako, T. T.","Wangdi, L."
"Kangara, L. W.","Wangdi, L."
"Forcheh, N. ","Wangdi, L."
"Genberg, B. L.","Wangdi, L."
"Hlavka, Z.","Wangdi, L."
"Konda, K. A.","Wangdi, L."
"Maman, S.","Wangdi, L."
"Chariyalertsak, S.","Wangdi, L."
"Chingono, A.,","Wangdi, L."
"Glick, P.","Wangdi, L."
"Sahn, D. E.","Wangdi, L."
"Hazaraka, I. ","Wangdi, L."
"Health, C. F.","Wangdi, L."
"Hochbaum, G. ","Wangdi, L."
ICDDR-B. ,"Wangdi, L."
"Khan, M. A.","Wangdi, L."
Kiragu.,"Wangdi, L."
"Kumar, A.","Wangdi, L."
"Lal, P.","Wangdi, L."
"Li, X.","Wangdi, L."
"Lin, C.","Wangdi, L."
"Gao, Z.","Wangdi, L."
"Stanton, B.","Wangdi, L."
"Fang, X.","Wangdi, L."
"Yin, Q","Wangdi, L."
"Liamputtong, P.","Wangdi, L."
"Haritavorn, N.","Wangdi, L."
"Kiatying-Angsulee, N. ","Wangdi, L."
"Meena, S. P.","Wangdi, L."
MoH.,"Wangdi, L."
MoH.,"Wangdi, L."
MoH.,"Wangdi, L."
"Mondal, M. N.","Wangdi, L."
"Rahman, M. M.","Wangdi, L."
"Rahman, M. O.","Wangdi, L."
"Akter, M. N.","Wangdi, L."
"Neupane, S.","Wangdi, L."
"Nichols, D.","Wangdi, L."
"Thapa, S. ","Wangdi, L."
"Ochako, R.","Wangdi, L."
"Ulwodi, D.","Wangdi, L."
"Njagi, P.","Wangdi, L."
"Kimetu, S.","Wangdi, L."
"Onyango, A. ","Wangdi, L."
"Odu, O. O.","Wangdi, L."
"Ogunbodede, E. O. ","Wangdi, L."
"Omoyeni, S. T.","Wangdi, L."
"Akinyemi, A. I.","Wangdi, L."
"Fatusi, A.","Wangdi, L."
"Ongunya, I.","Wangdi, L."
Agak.,"Wangdi, L."
"Panda, S.","Wangdi, L."
"Wangdi, C.","Wangdi, L."
"Mukherjee, D., ","Wangdi, L."
"Chowdhury, L.","Wangdi, L."
"Wangdi, S.","Wangdi, L."
"Pahari, S.","Wangdi, L."
"Rao, D.","Wangdi, L."
"Angell, T.","Wangdi, L."
"Lam, C.","Wangdi, L."
"Corrigan, P.","Wangdi, L."
Robert J.,"Wangdi, L."
"Magnani, A. M. ","Wangdi, L."
"Rwenge, M. ","Wangdi, L."
"Sarkar, P. ","Wangdi, L."
"Tagoe, M.","Wangdi, L."
"Aggor, R. ","Wangdi, L."
"Tawil, O.","Wangdi, L."
Vaster,"Wangdi, L."
Reilly. ,"Wangdi, L."
UNAIDS.,"Wangdi, L."
UNAIDS.,"Wangdi, L."
UNAIDS.,"Wangdi, L."
UNICEF,"Wangdi, L."
"Ahmadi, A.","Wangmo, Y."
"Iranmahboob, J.","Wangmo, Y."
"Al-Jawadi, A. A.","Wangmo, Y."
"Al-Bakry, D. H.","Wangmo, Y."
"Bhushan, I.","Wangmo, Y."
"Bizuneh, G.","Wangmo, Y."
"Shiferaw, S.,","Wangmo, Y."
"Melkamu, Y. ","Wangmo, Y."
"Boslaugh, S.","Wangmo, Y."
"Bradley, S. E. K.","Wangmo, Y."
"Croix, T. N.","Wangmo, Y."
"Fishel, J. D.","Wangmo, Y."
"Westoff, C. F. ","Wangmo, Y."
"Casterline, J. B.","Wangmo, Y."
"Sinding, S. W. ","Wangmo, Y."
Central Intelligence Agency,"Wangmo, Y."
